class_id,class_label,recommended_name,expert_visual_description,expert_visual_description_text
898,Vesper Sparrow,Vesper Sparrow,"[""large chunky body"", ""chunky bill"", ""chunky tail"", ""brown plumage"", ""thin white eyering"", ""thin white tail feathers"", ""pale cheek"", ""thin white chestnut patches""]","A bird with large chunky body, chunky bill, chunky tail, brown plumage, thin white eyering, thin white tail feathers, pale cheek, and thin white chestnut patches."
899,Lark Sparrow,Lark Sparrow,"[""large long tail"", ""rounded body"", ""chestnut white stripes"", ""chestnut white side"", ""chestnut white throat"", ""chestnut white cheek"", ""chestnut black spots""]","A bird with large long tail, rounded body, chestnut white stripes, chestnut white side, chestnut white throat, chestnut white cheek, and chestnut black spots."
900,Savannah Sparrow,Savannah Sparrow,"[""medium-sized small plump body"", ""small plump crown"", ""small plump head"", ""thick-based seed-eating bill"", ""brown upperparts"", ""white underparts"", ""black streaks"", ""small yellow patches""]","A bird with medium-sized small plump body, small plump crown, small plump head, thick-based seed-eating bill, brown upperparts, white underparts, black streaks, and small yellow patches."
901,Fox Sparrow (Sooty),Fox Sparrow,"[""large round body"", ""large round bill"", ""medium-length tail"", ""rust-brown upperparts"", ""gray head"", ""gray flank"", ""gray chest""]","A bird with large round body, large round bill, medium-length tail, rust-brown upperparts, gray head, gray flank, and gray chest."
902,Song Sparrow,Song Sparrow,"[""medium-sized bulky body"", ""rounded wings"", ""white chest"", ""white flank"", ""slaty gray plumage""]","A bird with medium-sized bulky body, rounded wings, white chest, white flank, and slaty gray plumage."
903,Lincoln's Sparrow,Lincoln's Sparrow,"[""medium-sized body"", ""rounded belly"", ""rounded head"", ""rounded back"", ""pointed crest"", ""fine black streaking"", ""buffy eyering"", ""thick gray eyebrow"", ""thick gray eye""]","A bird with medium-sized body, rounded belly, rounded head, rounded back, pointed crest, fine black streaking, buffy eyering, thick gray eyebrow, and thick gray eye."
904,Swamp Sparrow,Swamp Sparrow,"[""medium-sized compact body"", ""moderately long tail"", ""dark plumage"", ""bright rusty crown"", ""bright rusty wings"", ""grayish breast"", ""whitish throat"", ""gray nape""]","A bird with medium-sized compact body, moderately long tail, dark plumage, bright rusty crown, bright rusty wings, grayish breast, whitish throat, and gray nape."
905,Dark-eyed Junco (Pink-sided),Dark-eyed Junco,"[""medium-sized body pale bill"", ""slate-gray head"", ""brown back"", ""pinkish-brown side""]","A bird with medium-sized body pale bill, slate-gray head, brown back, and pinkish-brown side."
906,Summer Tanager (Female),Summer Tanager,"[""medium-sized chunky big body"", ""large bright yellow-green head"", ""large thick blunt-tipped bill"", ""bright red patchy yellow plumage"", ""bright yellow-green underparts"", ""bright yellow-green back"", ""bright yellow-green wings""]","A bird with medium-sized chunky big body, large bright yellow-green head, large thick blunt-tipped bill, bright red patchy yellow plumage, bright yellow-green underparts, bright yellow-green back, and bright yellow-green wings."
907,Pyrrhuloxia,Pyrrhuloxia,"[""stocky medium-sized body"", ""long reddish tail"", ""heavy short seed-cracking yellowish bill"", ""gray gray-brown prominent flashes red crisp buffy plumage"", ""red face"", ""red crest"", ""red stripes"", ""red breast"", ""yellowish wings""]","A bird with stocky medium-sized body, long reddish tail, heavy short seed-cracking yellowish bill, gray gray-brown prominent flashes red crisp buffy plumage, red face, red crest, red stripes, red breast, and yellowish wings."
908,Dickcissel,Dickcissel,"[""compact body"", ""full yellow chest"", ""large thick bill"", ""short tail"", ""grayish head"", ""yellow face"", ""bold black v plumage"", ""gray warm reddish-brown shoulder"", ""broad eyebrow"", ""dark malar"", ""broad stripes""]","A bird with compact body, full yellow chest, large thick bill, short tail, grayish head, yellow face, bold black v plumage, gray warm reddish-brown shoulder, broad eyebrow, dark malar, and broad stripes."
909,Eastern Meadowlark,Eastern Meadowlark,"[""chunky medium-sized body"", ""short tail"", ""long spear-shaped bill"", ""brown pale black bright-yellow underparts"", ""black bright-yellow chest"", ""blackish barring"", ""outer feathers white""]","A bird with chunky medium-sized body, short tail, long spear-shaped bill, brown pale black bright-yellow underparts, black bright-yellow chest, blackish barring, and outer feathers white."
910,Western Meadowlark,Western Meadowlark,"[""shorter-tailed flat contrasting head"", ""long slender bill"", ""yellow underparts"", ""intricately patterned brown gray plumage"", ""black buff upperparts"", ""bright yellow breast"", ""contrasting stripes""]","A bird with shorter-tailed flat contrasting head, long slender bill, yellow underparts, intricately patterned brown gray plumage, black buff upperparts, bright yellow breast, and contrasting stripes."
911,Rusty Blackbird,Rusty Blackbird,"[""medium-sized body"", ""slender bill"", ""medium-length tail"", ""pale yellow eye"", ""buffy bold eyebrow"", ""dark glossy black plumage""]","A bird with medium-sized body, slender bill, medium-length tail, pale yellow eye, buffy bold eyebrow, and dark glossy black plumage."
912,Common Grackle,Common Grackle,"[""large lanky bronzy-iridescent body"", ""long legs"", ""long tail"", ""glossy purple head"", ""bright golden dark eye"", ""glossy young dark brown plumage""]","A bird with large lanky bronzy-iridescent body, long legs, long tail, glossy purple head, bright golden dark eye, and glossy young dark brown plumage."
913,Boat-tailed Grackle,Boat-tailed Grackle,"[""large lanky body"", ""rounded crown"", ""long legs"", ""pointed bill"", ""long tail"", ""glossy black plumage"", ""dark brown upperparts"", ""dark brown underparts"", ""dark brown face"", ""pale eyebrow"", ""dark cheek"", ""dark stripes""]","A bird with large lanky body, rounded crown, long legs, pointed bill, long tail, glossy black plumage, dark brown upperparts, dark brown underparts, dark brown face, pale eyebrow, dark cheek, and dark stripes."
914,Great-tailed Grackle,Great-tailed Grackle,"[""long black legs"", ""slender long body"", ""straight black bill"", ""tapered long slender tail"", ""yellow dark brown eye"", ""dark brown upperparts"", ""dark brown streaked underparts"", ""buff-colored throat"", ""dark brown stripes"", ""dark brown plumage""]","A bird with long black legs, slender long body, straight black bill, tapered long slender tail, yellow dark brown eye, dark brown upperparts, dark brown streaked underparts, buff-colored throat, dark brown stripes, and dark brown plumage."
915,Bronzed Cowbird,Bronzed Cowbird,"[""curved bill"", ""thick neck"", ""blackish soft bronze sheen"", ""red dark eye""]","A bird with curved bill, thick neck, blackish soft bronze sheen, and red dark eye."
916,Orchard Oriole (Immature Male),Orchard Oriole,"[""slim body"", ""medium-length tail"", ""rounded black head"", ""straight sharply pointed black bill"", ""black upperparts"", ""rich reddish-chestnut underparts"", ""black throat"", ""reddish-chestnut patches"", ""black wings"", ""greenish yellow two white wing bars""]","A bird with slim body, medium-length tail, rounded black head, straight sharply pointed black bill, black upperparts, rich reddish-chestnut underparts, black throat, reddish-chestnut patches, black wings, and greenish yellow two white wing bars."
917,Gray-crowned Rosy-Finch,Gray-crowned Rosy-Finch,"[""short tail"", ""rich brown suffused black forecrown brownish plumage"", ""pink body"", ""gray side"", ""pink head"", ""pink throat"", ""grayish wings"", ""dusky bill""]","A bird with short tail, rich brown suffused black forecrown brownish plumage, pink body, gray side, pink head, pink throat, grayish wings, and dusky bill."
918,Black Rosy-Finch,Black Rosy-Finch,"[""medium-sized chunky body"", ""blackish brownish yellow nonbreeders plumage"", ""gray crown""]","A bird with medium-sized chunky body, blackish brownish yellow nonbreeders plumage, and gray crown."
919,Brown-capped Rosy-Finch,Brown-capped Rosy-Finch,"[""small compact body"", ""short charcoal gray tail"", ""long rich brown wings"", ""rich brown upperparts"", ""rich brown underparts"", ""rich brown rump"", ""charcoal gray cap"", ""dark bill"", ""dark legs"", ""yellow brownish plumage""]","A bird with small compact body, short charcoal gray tail, long rich brown wings, rich brown upperparts, rich brown underparts, rich brown rump, charcoal gray cap, dark bill, dark legs, and yellow brownish plumage."
920,Common Redpoll,Redpoll,"[""small head"", ""small pointed yellow bill"", ""small red forehead"", ""two white wingbars"", ""form brown hoary pale whitish strikingly white plumage"", ""streaked side"", ""gray-brown streaks""]","A bird with small head, small pointed yellow bill, small red forehead, two white wingbars, form brown hoary pale whitish strikingly white plumage, streaked side, and gray-brown streaks."
921,Hoary Redpoll,Redpoll,"[""small head"", ""small pointed yellow bill"", ""small red forehead"", ""two white wingbars"", ""form brown hoary pale whitish strikingly white plumage"", ""streaked side"", ""gray-brown streaks""]","A bird with small head, small pointed yellow bill, small red forehead, two white wingbars, form brown hoary pale whitish strikingly white plumage, streaked side, and gray-brown streaks."
922,Pine Siskin,Pine Siskin,"[""small sharp pointed bill"", ""pointed yellow tail"", ""yellow edging""]","A bird with small sharp pointed bill, pointed yellow tail, and yellow edging."
923,Western Wood-Pewee,Western Wood-Pewee,"[""medium-sized body"", ""long wings"", ""grayish-brown plumage"", ""pale wingbars"", ""gray breast"", ""gray side"", ""yellow lower mandible""]","A bird with medium-sized body, long wings, grayish-brown plumage, pale wingbars, gray breast, gray side, and yellow lower mandible."
924,Eastern Wood-Pewee,Eastern Wood-Pewee,"[""medium-sized body"", ""long olive-gray dark wings"", ""long tail"", ""short legs"", ""upright posture"", ""short crown"", ""yellow underparts"", ""off-white throat"", ""thin white wingbars"", ""buffy plumage""]","A bird with medium-sized body, long olive-gray dark wings, long tail, short legs, upright posture, short crown, yellow underparts, off-white throat, thin white wingbars, and buffy plumage."
925,Least Flycatcher,Least Flycatcher,"[""little compact body"", ""grayish olive upperparts"", ""dusky breast"", ""bold white eyering"", ""white wingbars""]","A bird with little compact body, grayish olive upperparts, dusky breast, bold white eyering, and white wingbars."
926,Pacific-slope Flycatcher,Pacific-slope Flycatcher,"[""slim body"", ""small upright posture"", ""large head"", ""greenish brown brownish upperparts"", ""pale gray underparts"", ""olive-tinged brownish breast"", ""strongly contrasting pale weak wingbars"", ""teardrop-shaped eyering""]","A bird with slim body, small upright posture, large head, greenish brown brownish upperparts, pale gray underparts, olive-tinged brownish breast, strongly contrasting pale weak wingbars, and teardrop-shaped eyering."
927,Cordilleran Flycatcher,Cordilleran Flycatcher,"[""slim body"", ""small upright posture"", ""large head"", ""greenish brown brownish upperparts"", ""pale gray underparts"", ""olive-tinged brownish breast"", ""strongly contrasting pale weak wingbars"", ""teardrop-shaped eyering""]","A bird with slim body, small upright posture, large head, greenish brown brownish upperparts, pale gray underparts, olive-tinged brownish breast, strongly contrasting pale weak wingbars, and teardrop-shaped eyering."
